dataset,model,horizon_len,origin,mse_scaled,mae_scaled,dtw_scaled,tdi_scaled,protocol,fig_path
ETTh1,Chronos-2,96,11520,0.02139284906484613,0.11420091520994902,0.0719567379657773,0.037485217894524955,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTh1_Chronos-2_h96_origin11520.png
ETTh1,DLinear,96,11520,0.08409566718576987,0.23543590999995756,0.15482726846229253,0.0019973958333333337,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTh1_DLinear_h96_origin11520.png
ETTh1,PatchTST,96,11520,0.07749096775266051,0.21857244190077907,0.14763333555079516,0.0010738742835097001,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTh1_PatchTST_h96_origin11520.png
ETTh1,TimeMixer,96,11520,0.0725984805778364,0.22365943792090173,0.14283220261666643,0.001235633344099914,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTh1_TimeMixer_h96_origin11520.png
ETTh1,iTransformer,96,11520,0.03563255635731712,0.15476741361771987,0.0963918743056708,0.021368525480367585,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTh1_iTransformer_h96_origin11520.png
ETTh1,Chronos-2,96,12192,0.0036886705604809813,0.05056113749742508,0.02751646357134354,0.0015971146120293848,fastdtw_rolling_origin_scaled,
ETTh1,DLinear,96,12192,0.0118527998315158,0.08402758628759104,0.02486731168636787,0.022622944396219133,fastdtw_rolling_origin_scaled,
ETTh1,PatchTST,96,12192,0.023759667026293382,0.12811489056247471,0.03463844754352688,0.08011985844017094,fastdtw_rolling_origin_scaled,
ETTh1,TimeMixer,96,12192,0.00844914716128099,0.071090033228431,0.027835767196402603,0.02830732223200313,fastdtw_rolling_origin_scaled,
ETTh1,iTransformer,96,12192,0.015703129438774308,0.11040790920889625,0.04027122061933537,0.03961676520270271,fastdtw_rolling_origin_scaled,
ETTh1,Chronos-2,96,12864,0.02997298806277197,0.13610467004279295,0.06756477906734129,0.08370830036919831,fastdtw_rolling_origin_scaled,
ETTh1,DLinear,96,12864,0.04071686596900036,0.16288773351420752,0.09442271998271098,0.006999885948905109,fastdtw_rolling_origin_scaled,
ETTh1,PatchTST,96,12864,0.03236133877310093,0.14385379928721995,0.07725117706629946,0.008798167977855478,fastdtw_rolling_origin_scaled,
ETTh1,TimeMixer,96,12864,0.07452690414554941,0.22353817965971876,0.1553908125264806,0.0023427247375328083,fastdtw_rolling_origin_scaled,
ETTh1,iTransformer,96,12864,0.027306894197925573,0.12205688615592063,0.06924124591463429,0.0016354669887278582,fastdtw_rolling_origin_scaled,
ETTh1,Chronos-2,96,13632,0.06647039921023579,0.21125746394197145,0.19663600088323205,0.0007437466289104638,fastdtw_rolling_origin_scaled,
ETTh1,DLinear,96,13632,0.019807944264450112,0.11632210095939677,0.052948656367666026,0.01029110863095238,fastdtw_rolling_origin_scaled,
ETTh1,PatchTST,96,13632,0.012769559889269895,0.09781283775834508,0.06052971709585817,0.0070734076161202185,fastdtw_rolling_origin_scaled,
ETTh1,TimeMixer,96,13632,0.029675028724789537,0.13199609464628542,0.05640008297185325,0.07940818212365591,fastdtw_rolling_origin_scaled,
ETTh1,iTransformer,96,13632,0.020737466934162296,0.11505037692356553,0.04329746429671107,0.012495692854113656,fastdtw_rolling_origin_scaled,
ETTh1,Chronos-2,96,14304,0.08233668454333154,0.24202020838856697,0.1545298665109342,0.010277270884022709,fastdtw_rolling_origin_scaled,
ETTh1,DLinear,96,14304,0.04560487363844645,0.1675607919746732,0.07661363599305517,0.012215757332944834,fastdtw_rolling_origin_scaled,
ETTh1,PatchTST,96,14304,0.08589339397463085,0.24730188780567905,0.12845132534604295,0.01170775267454955,fastdtw_rolling_origin_scaled,
ETTh1,TimeMixer,96,14304,0.07043859764616517,0.22205416876065873,0.11586941284571582,0.009956569038600288,fastdtw_rolling_origin_scaled,
ETTh1,iTransformer,96,14304,0.03510112958609713,0.15103288394471015,0.0539895572653418,0.05504740683685446,fastdtw_rolling_origin_scaled,
ETTm1,Chronos-2,96,46080,0.005150309791141061,0.06264258859058221,0.026707459364505793,0.02150377690397351,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTm1_Chronos-2_h96_origin46080.png
ETTm1,DLinear,96,46080,0.0037013223144524783,0.05039369622921949,0.017211813030927357,0.004097099093774626,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTm1_DLinear_h96_origin46080.png
ETTm1,PatchTST,96,46080,0.008029040144614854,0.06819527412456754,0.03137628751738994,0.009655556804556355,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTm1_PatchTST_h96_origin46080.png
ETTm1,TimeMixer,96,46080,0.004051218376870352,0.04825247378832665,0.019210569494257392,0.005378844246031746,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTm1_TimeMixer_h96_origin46080.png
ETTm1,iTransformer,96,46080,0.0048141463118180974,0.06059607243417118,0.021992213164103647,0.01355865036231884,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTm1_iTransformer_h96_origin46080.png
ETTm1,Chronos-2,96,48960,0.011004721511340835,0.08208689838647842,0.06951752700636872,0.0010812284906588005,fastdtw_rolling_origin_scaled,
ETTm1,DLinear,96,48960,0.004842676807573945,0.058043234707114484,0.030581048598275134,0.005889307950191571,fastdtw_rolling_origin_scaled,
ETTm1,PatchTST,96,48960,0.0052639508355820834,0.05537148991542227,0.03217028724285979,0.008688196889671361,fastdtw_rolling_origin_scaled,
ETTm1,TimeMixer,96,48960,0.00431484156931073,0.04712684427121966,0.023867594684285356,0.005740863869188337,fastdtw_rolling_origin_scaled,
ETTm1,iTransformer,96,48960,0.005788353973522175,0.06613062508822776,0.03502749119319213,0.012131531662781662,fastdtw_rolling_origin_scaled,
ETTm1,Chronos-2,96,51840,0.008705075631386597,0.07418954124053319,0.03640526705893917,0.0048206962057165854,fastdtw_rolling_origin_scaled,
ETTm1,DLinear,96,51840,0.009788631814447907,0.08034025163572002,0.032236414632217644,0.009290224070743404,fastdtw_rolling_origin_scaled,
ETTm1,PatchTST,96,51840,0.008220639205805453,0.07444199116481132,0.029906810531372494,0.007414641203703703,fastdtw_rolling_origin_scaled,
ETTm1,TimeMixer,96,51840,0.009958988696216293,0.07754241185449391,0.03494484878741156,0.005676463293650794,fastdtw_rolling_origin_scaled,
ETTm1,iTransformer,96,51840,0.008814341282336246,0.07940743567099388,0.04226033855771434,0.006411345108695652,fastdtw_rolling_origin_scaled,
ETTm1,Chronos-2,96,54624,0.022663936047906397,0.11484025418758392,0.0775027544829097,0.02206730281832928,fastdtw_rolling_origin_scaled,
ETTm1,DLinear,96,54624,0.01953247769343546,0.10015548849881885,0.04251423175097238,0.050120223031697345,fastdtw_rolling_origin_scaled,
ETTm1,PatchTST,96,54624,0.019145058834834163,0.10062428847307858,0.04744928386793712,0.04781777590652029,fastdtw_rolling_origin_scaled,
ETTm1,TimeMixer,96,54624,0.01972724000596206,0.09982367699011935,0.0507294338610569,0.04785019763277429,fastdtw_rolling_origin_scaled,
ETTm1,iTransformer,96,54624,0.014378439957107665,0.08257788457276911,0.0346856653572508,0.046521206230438185,fastdtw_rolling_origin_scaled,
ETTm1,Chronos-2,96,57504,0.10025472503288164,0.26929883907238644,0.26929883907238644,0.0,fastdtw_rolling_origin_scaled,
ETTm1,DLinear,96,57504,0.0675987420063143,0.20579616075553123,0.09284937493125262,0.13488008659383469,fastdtw_rolling_origin_scaled,
ETTm1,PatchTST,96,57504,0.09495171464763306,0.2584958781218037,0.16371421921745807,0.11488961534672971,fastdtw_rolling_origin_scaled,
ETTm1,TimeMixer,96,57504,0.10437161620904663,0.27648118887910117,0.24490161647951533,0.002723828530633437,fastdtw_rolling_origin_scaled,
ETTm1,iTransformer,96,57504,0.1267708170914749,0.312607702791129,0.3029870699008463,0.00037593820145903476,fastdtw_rolling_origin_scaled,
ETTm2,Chronos-2,96,46080,0.013778757763221627,0.08103780581344229,0.03826629468278975,0.0011643980508870215,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTm2_Chronos-2_h96_origin46080.png
ETTm2,DLinear,96,46080,0.040944730291098894,0.17086347984943426,0.0662488050047287,0.005686512212643678,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTm2_DLinear_h96_origin46080.png
ETTm2,PatchTST,96,46080,0.02929074857636486,0.1171608319118021,0.05087157449577721,0.002194691555150041,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTm2_PatchTST_h96_origin46080.png
ETTm2,TimeMixer,96,46080,0.04451936644299374,0.16399640246965475,0.06561106962536678,0.007189146312260536,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTm2_TimeMixer_h96_origin46080.png
ETTm2,iTransformer,96,46080,0.18093414464556692,0.36056185810962704,0.1777293342413657,0.008717804208126036,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ETTm2_iTransformer_h96_origin46080.png
ETTm2,Chronos-2,96,48960,0.11387665449306683,0.2768086214394619,0.18120842027877057,0.005231584821428572,fastdtw_rolling_origin_scaled,
ETTm2,DLinear,96,48960,0.06351855461616115,0.20560865436673867,0.08665099063956104,0.005764959866522366,fastdtw_rolling_origin_scaled,
ETTm2,PatchTST,96,48960,0.062231236527506256,0.19461065148379628,0.09438810536761921,0.006672054597701149,fastdtw_rolling_origin_scaled,
ETTm2,TimeMixer,96,48960,0.05000237396424532,0.17392634215634237,0.06926126536323159,0.004840487096138692,fastdtw_rolling_origin_scaled,
ETTm2,iTransformer,96,48960,0.04818819668258353,0.18144211539805297,0.08175094542445112,0.004331479917417417,fastdtw_rolling_origin_scaled,
ETTm2,Chronos-2,96,51840,0.03870153164416629,0.16809777424593145,0.06630290562235233,0.007046923225308642,fastdtw_rolling_origin_scaled,
ETTm2,DLinear,96,51840,0.05451556875931899,0.1929784523756998,0.09160184311088092,0.009378519144144145,fastdtw_rolling_origin_scaled,
ETTm2,PatchTST,96,51840,0.02336462707631723,0.12862824365621647,0.05588683981498075,0.007680304919796557,fastdtw_rolling_origin_scaled,
ETTm2,TimeMixer,96,51840,0.04328082270325889,0.18281040816037575,0.0840197123002468,0.00985364461926962,fastdtw_rolling_origin_scaled,
ETTm2,iTransformer,96,51840,0.022116908072206495,0.11369638611663102,0.03535757822471417,0.0036332603064373895,fastdtw_rolling_origin_scaled,
ETTm2,Chronos-2,96,54624,0.022318425302424783,0.11773300108810265,0.07244352029480097,0.020330556880831213,fastdtw_rolling_origin_scaled,
ETTm2,DLinear,96,54624,0.048497167206755586,0.16938579391032005,0.07721386974081196,0.02382675917832168,fastdtw_rolling_origin_scaled,
ETTm2,PatchTST,96,54624,0.0502421400756963,0.16152745806876725,0.06813614318696452,0.029153909769144146,fastdtw_rolling_origin_scaled,
ETTm2,TimeMixer,96,54624,0.061105851711263835,0.18102156608626843,0.08797275017432393,0.02868576991705247,fastdtw_rolling_origin_scaled,
ETTm2,iTransformer,96,54624,0.07282399160817998,0.21273357912930826,0.10599518532252407,0.027834687014374512,fastdtw_rolling_origin_scaled,
ETTm2,Chronos-2,96,57504,0.04519291515401876,0.17737586299578348,0.17737586299578348,0.0,fastdtw_rolling_origin_scaled,
ETTm2,DLinear,96,57504,0.03493087946313584,0.1656053886671749,0.10634136675248837,0.02520725667527993,fastdtw_rolling_origin_scaled,
ETTm2,PatchTST,96,57504,0.049249899318385804,0.16304352122838087,0.1513163994129048,0.0004084967320261438,fastdtw_rolling_origin_scaled,
ETTm2,TimeMixer,96,57504,0.03832907017729235,0.142959767163867,0.1335559524655994,0.00014999489379084968,fastdtw_rolling_origin_scaled,
ETTm2,iTransformer,96,57504,0.08356264612089985,0.2559760938412945,0.16167339952600537,0.040901573905109484,fastdtw_rolling_origin_scaled,
Weather,Chronos-2,96,42063,0.0008737341619446118,0.025875956588379267,0.015023317654966787,0.024824402142018778,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/Weather_Chronos-2_h96_origin42063.png
Weather,DLinear,96,42063,0.002242760931356866,0.03585403108710188,0.0159904452188465,0.057197895233196155,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/Weather_DLinear_h96_origin42063.png
Weather,PatchTST,96,42063,0.0014923940331591134,0.027633475601347577,0.006286985199272763,0.02797309027777778,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/Weather_PatchTST_h96_origin42063.png
Weather,TimeMixer,96,42063,0.0010793898252670366,0.025669103370828634,0.008177609694995962,0.018091825709013208,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/Weather_TimeMixer_h96_origin42063.png
Weather,iTransformer,96,42063,0.0021168536416744013,0.03628906604562398,0.02733867967961411,0.008489583333333333,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/Weather_iTransformer_h96_origin42063.png
Weather,Chronos-2,96,44655,0.0005048457284735214,0.018527797791951645,0.004843835858628154,0.03745252821180556,fastdtw_rolling_origin_scaled,
Weather,DLinear,96,44655,0.002445796534715046,0.04106876068772771,0.019861294310071578,0.030602458557347674,fastdtw_rolling_origin_scaled,
Weather,PatchTST,96,44655,0.00047628682946647795,0.017842113478359043,0.00469818647637896,0.02543831276539278,fastdtw_rolling_origin_scaled,
Weather,TimeMixer,96,44655,0.0014129475644724676,0.033675181003961635,0.016296194371839923,0.02521095441017316,fastdtw_rolling_origin_scaled,
Weather,iTransformer,96,44655,0.001947583488889815,0.039257882933779874,0.025024801451040583,0.007275763358778626,fastdtw_rolling_origin_scaled,
Weather,Chronos-2,96,47247,0.001205272344385032,0.027685671986546367,0.01077162300464728,0.04561818777593819,fastdtw_rolling_origin_scaled,
Weather,DLinear,96,47247,0.002051648384695625,0.03691051002808699,0.014148362608929843,0.09494491598079562,fastdtw_rolling_origin_scaled,
Weather,PatchTST,96,47247,0.001751520224060053,0.03304720044864095,0.011086091588039066,0.08610918820323488,fastdtw_rolling_origin_scaled,
Weather,TimeMixer,96,47247,0.0013292158851354128,0.027859710586016828,0.010367888137959276,0.05939038326300984,fastdtw_rolling_origin_scaled,
Weather,iTransformer,96,47247,0.0011916528687750693,0.027883838324995757,0.01839598462208162,0.008861136455798864,fastdtw_rolling_origin_scaled,
Weather,Chronos-2,96,49839,7.412174812966722e-05,0.00632157774331669,0.003534533227643659,0.055220234094982085,fastdtw_rolling_origin_scaled,
Weather,DLinear,96,49839,0.0005701488390976978,0.022639055748520705,0.022639055748520705,0.0,fastdtw_rolling_origin_scaled,
Weather,PatchTST,96,49839,0.00029468706759328483,0.015167969114207798,0.006769834587807358,0.02645230372588157,fastdtw_rolling_origin_scaled,
Weather,TimeMixer,96,49839,0.0012660831986387583,0.03415964343171404,0.029228949146159967,0.01259082433127572,fastdtw_rolling_origin_scaled,
Weather,iTransformer,96,49839,0.0013640044928485001,0.03613087891428613,0.036130878914286124,0.0,fastdtw_rolling_origin_scaled,
Weather,Chronos-2,96,52431,8.947509065381001e-05,0.007903700151170293,0.004370440299121233,0.03439670138888889,fastdtw_rolling_origin_scaled,
Weather,DLinear,96,52431,0.00013582172018675065,0.009276150125821175,0.005071590449454281,0.024852707594562647,fastdtw_rolling_origin_scaled,
Weather,PatchTST,96,52431,7.943150207791729e-05,0.006075043232270566,0.00229727049909142,0.023173341714559384,fastdtw_rolling_origin_scaled,
Weather,TimeMixer,96,52431,8.433778162634225e-05,0.007735725770870686,0.00396888415761295,0.011234269948690728,fastdtw_rolling_origin_scaled,
Weather,iTransformer,96,52431,0.00010069678430348712,0.008732940935975824,0.0051411223151540805,0.059027018987956495,fastdtw_rolling_origin_scaled,
ESNet,Chronos-2,4321,51808,1.3221661685062027,0.18779933051411143,0.16489010644467858,0.001289593516650182,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ESNet_Chronos-2_h4321_origin51808.png
ESNet,DLinear,4321,51808,1.3216419671063084,0.1862875756695606,0.13579843497263486,0.0028186051357990878,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ESNet_DLinear_h4321_origin51808.png
ESNet,PatchTST,4321,51808,1.3253899000358658,0.19743680176004486,0.18051019896537007,1.4674245694481162e-05,fastdtw_rolling_origin_scaled,results/h96_fastdtw_uncertainty/ESNet_PatchTST_h4321_origin51808.png
