dataset,model,horizon_len,n_windows,target_col,input_mode,mse_mean,mse_std,mae_mean,mae_std,dtw_mean,dtw_std,tdi_mean,tdi_std,total_variation_ratio_mean,total_variation_ratio_std,total_variation_ratio_error_mean,total_variation_ratio_error_std,high_frequency_energy_ratio_mean,high_frequency_energy_ratio_std,high_frequency_energy_ratio_error_mean,high_frequency_energy_ratio_error_std,mse_mean_pm_std,mae_mean_pm_std,dtw_mean_pm_std,tdi_mean_pm_std,total_variation_ratio_mean_pm_std,total_variation_ratio_error_mean_pm_std,high_frequency_energy_ratio_mean_pm_std,high_frequency_energy_ratio_error_mean_pm_std
ETTh1,iTransformer,336,6,OT,univariate target-only,0.07343545739064297,0.018660559815790293,0.22029961984653376,0.031876855763855,0.1014584323687548,0.03328338524137267,0.03589858158512892,0.021834241506348488,0.407030628857378,0.07215708366666466,0.911466677101839,0.17248999129462025,0.45867840182601244,0.17157903662511612,0.8536169611775187,0.44755306043967946,0.0734 $\pm$ 0.0187,0.2203 $\pm$ 0.0319,0.1015 $\pm$ 0.0333,0.0359 $\pm$ 0.0218,0.4070 $\pm$ 0.0722,0.9115 $\pm$ 0.1725,0.4587 $\pm$ 0.1716,0.8536 $\pm$ 0.4476
ETTm1,Chronos-2,336,6,OT,univariate target-only,0.15642836624666764,0.15684568724882023,0.30706575561669613,0.19661182322052204,0.22778740727148195,0.21730896063665428,0.03162534467019162,0.0416977811134286,0.11989881349933616,0.047138107418898026,2.1956979074062497,0.44211509520168935,0.21059403037328503,0.14164245633813433,1.8577310391710358,0.9642006320607077,0.1564 $\pm$ 0.1568,0.3071 $\pm$ 0.1966,0.2278 $\pm$ 0.2173,0.0316 $\pm$ 0.0417,0.1199 $\pm$ 0.0471,2.1957 $\pm$ 0.4421,0.2106 $\pm$ 0.1416,1.8577 $\pm$ 0.9642
ETTm1,DLinear,336,6,OT,univariate target-only,0.16406591711506274,0.16238385572383532,0.3152063367631126,0.20505735940765776,0.2518858223665635,0.22592746246528025,0.01044441533390531,0.01569506476932434,1.1280537917050664,0.2532408557922739,0.20072049540476744,0.12222546332895226,0.5015698193346444,0.1329689675276949,0.7261881128664102,0.31108652116679447,0.1641 $\pm$ 0.1624,0.3152 $\pm$ 0.2051,0.2519 $\pm$ 0.2259,0.0104 $\pm$ 0.0157,1.1281 $\pm$ 0.2532,0.2007 $\pm$ 0.1222,0.5016 $\pm$ 0.1330,0.7262 $\pm$ 0.3111
ETTm1,PatchTST,336,6,OT,univariate target-only,0.16000547319025785,0.1463913979356269,0.32025519740238123,0.18223483050452255,0.25156537300656545,0.1960493635573464,0.00948961018592879,0.010498703090108618,0.46602459186419704,0.048261519471827996,0.7679388906973977,0.1027517120143383,0.3348788752057203,0.09837343821661583,1.1326527403148494,0.31153448435590875,0.1600 $\pm$ 0.1464,0.3203 $\pm$ 0.1822,0.2516 $\pm$ 0.1960,0.0095 $\pm$ 0.0105,0.4660 $\pm$ 0.0483,0.7679 $\pm$ 0.1028,0.3349 $\pm$ 0.0984,1.1327 $\pm$ 0.3115
ETTm1,TimeMixer,336,6,OT,univariate target-only,0.19067571680999415,0.16831243197443604,0.35079984325312413,0.19665119657181207,0.28222136139871096,0.22882469090423163,0.007610345636860455,0.010073642382484788,0.5596771514609591,0.13110703039045854,0.6014532592244074,0.2208242017447437,0.3520316689495868,0.10618409911051228,1.087451757072684,0.3335769161017496,0.1907 $\pm$ 0.1683,0.3508 $\pm$ 0.1967,0.2822 $\pm$ 0.2288,0.0076 $\pm$ 0.0101,0.5597 $\pm$ 0.1311,0.6015 $\pm$ 0.2208,0.3520 $\pm$ 0.1062,1.0875 $\pm$ 0.3336
ETTm1,TimesFM,336,6,OT,univariate target-only,0.16328232125203712,0.13703001172381685,0.32549844379167236,0.18170311216310697,0.21229933265601755,0.13041858858089084,0.05055646812417023,0.0545833929600543,0.08499072109889098,0.020184811940417727,2.486304910951452,0.21920161703775684,0.1744020911535271,0.07070677791154265,1.7997448104886633,0.3359932250409822,0.1633 $\pm$ 0.1370,0.3255 $\pm$ 0.1817,0.2123 $\pm$ 0.1304,0.0506 $\pm$ 0.0546,0.0850 $\pm$ 0.0202,2.4863 $\pm$ 0.2192,0.1744 $\pm$ 0.0707,1.7997 $\pm$ 0.3360
ETTm1,iTransformer,336,6,OT,univariate target-only,0.17033327511022558,0.1524661780158654,0.32868261743937566,0.1911362499868423,0.2600020245589795,0.2181146957037206,0.010960635944709703,0.014932439994855298,0.34769347148622204,0.07923559246972882,1.0818956050364903,0.2578927833057849,0.27349032615305546,0.10784052253947392,1.368110529348239,0.42456294275160666,0.1703 $\pm$ 0.1525,0.3287 $\pm$ 0.1911,0.2600 $\pm$ 0.2181,0.0110 $\pm$ 0.0149,0.3477 $\pm$ 0.0792,1.0819 $\pm$ 0.2579,0.2735 $\pm$ 0.1078,1.3681 $\pm$ 0.4246
ETTm2,Chronos-2,336,6,OT,univariate target-only,0.24379408414513518,0.2163844712133171,0.3755282859195191,0.2235205453665263,0.2987473670212997,0.2559623496122601,0.0020747201411092683,0.0028146281488706645,0.4967697150369104,0.26315847615246035,0.8499197793406248,0.6532369073661064,0.4253874746560273,0.2954330686420339,1.1311051250847075,0.8935358022031937,0.2438 $\pm$ 0.2164,0.3755 $\pm$ 0.2235,0.2987 $\pm$ 0.2560,0.0021 $\pm$ 0.0028,0.4968 $\pm$ 0.2632,0.8499 $\pm$ 0.6532,0.4254 $\pm$ 0.2954,1.1311 $\pm$ 0.8935
ETTm2,DLinear,336,6,OT,univariate target-only,0.25758655498602917,0.21641007945013915,0.40052272308375464,0.22156699586516568,0.2549734324997523,0.20063294739634296,0.008125157640799205,0.009825447593123085,4.377622006780162,2.5336018373530242,1.3075682721369437,0.6660388388208707,1.140024021604373,0.5000053772873057,0.40288199401581126,0.11618157599456586,0.2576 $\pm$ 0.2164,0.4005 $\pm$ 0.2216,0.2550 $\pm$ 0.2006,0.0081 $\pm$ 0.0098,4.3776 $\pm$ 2.5336,1.3076 $\pm$ 0.6660,1.1400 $\pm$ 0.5000,0.4029 $\pm$ 0.1162
ETTm2,PatchTST,336,6,OT,univariate target-only,0.23693566743818162,0.19458860326894095,0.38511149281677715,0.20154051427159006,0.22815911540461112,0.17890156045998393,0.015747219133526624,0.015558566460864832,1.9470086510720919,0.8222277054189182,0.590504544305743,0.4291735538785817,1.0820816549909469,0.43235963423070095,0.31297588875359605,0.1735803365442222,0.2369 $\pm$ 0.1946,0.3851 $\pm$ 0.2015,0.2282 $\pm$ 0.1789,0.0157 $\pm$ 0.0156,1.9470 $\pm$ 0.8222,0.5905 $\pm$ 0.4292,1.0821 $\pm$ 0.4324,0.3130 $\pm$ 0.1736
ETTm2,TimeMixer,336,6,OT,univariate target-only,0.2918485962725566,0.2344482285339156,0.43156539430869983,0.20710879573336055,0.27596303390230176,0.21158858701923416,0.015116106555625472,0.01877911343440981,2.3095333183694855,1.0254016901009706,0.7471221178277078,0.4720820432728134,1.0155540146765947,0.485979171863214,0.396282821489302,0.2331943587877478,0.2918 $\pm$ 0.2344,0.4316 $\pm$ 0.2071,0.2760 $\pm$ 0.2116,0.0151 $\pm$ 0.0188,2.3095 $\pm$ 1.0254,0.7471 $\pm$ 0.4721,1.0156 $\pm$ 0.4860,0.3963 $\pm$ 0.2332
ETTm2,TimesFM,336,6,OT,univariate target-only,0.22866859722228153,0.19228475527796562,0.382712339387783,0.18940657529894905,0.29170955208363536,0.22152395559602275,0.0028657388937338092,0.0033229451353077766,0.45187862153562125,0.19586209030722906,0.8689716997748445,0.41713862858272477,0.37249953824835086,0.2210673575032261,1.15085382323255,0.6453719599498271,0.2287 $\pm$ 0.1923,0.3827 $\pm$ 0.1894,0.2917 $\pm$ 0.2215,0.0029 $\pm$ 0.0033,0.4519 $\pm$ 0.1959,0.8690 $\pm$ 0.4171,0.3725 $\pm$ 0.2211,1.1509 $\pm$ 0.6454
ETTm2,iTransformer,336,6,OT,univariate target-only,0.2559312847836277,0.18030620771169206,0.41500904697600877,0.18279272355405507,0.2284196821820553,0.16442898113338278,0.02987395780297238,0.03934244660596756,1.8694511527241116,1.1172919086265827,0.49665386787298416,0.5491368889505893,1.0433241955321375,0.43687165203216893,0.3251064922627425,0.13730520069996077,0.2559 $\pm$ 0.1803,0.4150 $\pm$ 0.1828,0.2284 $\pm$ 0.1644,0.0299 $\pm$ 0.0393,1.8695 $\pm$ 1.1173,0.4967 $\pm$ 0.5491,1.0433 $\pm$ 0.4369,0.3251 $\pm$ 0.1373
Weather,Chronos-2,336,6,OT,univariate target-only,0.0007209660939581832,0.0004834361829457129,0.021995479066596265,0.01022470675882859,0.011525695087487452,0.006319644529039182,0.03820017240707244,0.039210667693904064,0.15121239203434353,0.12051226117106757,2.1795808893723545,0.8901508880999368,0.19406689969675828,0.18185516057839507,2.0535153118890705,1.0433719628688338,0.0007 $\pm$ 0.0005,0.0220 $\pm$ 0.0102,0.0115 $\pm$ 0.0063,0.0382 $\pm$ 0.0392,0.1512 $\pm$ 0.1205,2.1796 $\pm$ 0.8902,0.1941 $\pm$ 0.1819,2.0535 $\pm$ 1.0434
Weather,DLinear,336,6,OT,univariate target-only,0.0008041413088041414,0.0006354890600843808,0.022425754486054716,0.008885380016001044,0.010425860429365464,0.005271886264120147,0.04120454398246389,0.03310112403457195,2.6907699931460534,1.3361856909773848,0.8734772313481255,0.5438853838672216,0.7062465977541977,0.289041028254875,0.44631895237522645,0.4395522530856251,0.0008 $\pm$ 0.0006,0.0224 $\pm$ 0.0089,0.0104 $\pm$ 0.0053,0.0412 $\pm$ 0.0331,2.6908 $\pm$ 1.3362,0.8735 $\pm$ 0.5439,0.7062 $\pm$ 0.2890,0.4463 $\pm$ 0.4396
Weather,PatchTST,336,6,OT,univariate target-only,0.0007703992614069836,0.0005254591970720928,0.02231260209105988,0.009631224339412528,0.008167363401457592,0.003215845612199952,0.04271605190058472,0.03088956900361411,0.6072062054055289,0.23474952779811198,0.5882303275296743,0.5123252062698653,0.3975748326811537,0.17415962813455957,1.0152307595633419,0.49763327077399233,0.0008 $\pm$ 0.0005,0.0223 $\pm$ 0.0096,0.0082 $\pm$ 0.0032,0.0427 $\pm$ 0.0309,0.6072 $\pm$ 0.2347,0.5882 $\pm$ 0.5123,0.3976 $\pm$ 0.1742,1.0152 $\pm$ 0.4976
Weather,TimeMixer,336,6,OT,univariate target-only,0.0008970507255301581,0.0004802929722746387,0.02471286461633675,0.00913482320594586,0.015136598856610027,0.009812229872647927,0.029614436620589626,0.04833386451405491,1.8620865813684697,1.1883228004064765,0.6712245840476783,0.4566558744929292,0.5165401916867854,0.25938629746947817,0.7874326358534952,0.5786709725384064,0.0009 $\pm$ 0.0005,0.0247 $\pm$ 0.0091,0.0151 $\pm$ 0.0098,0.0296 $\pm$ 0.0483,1.8621 $\pm$ 1.1883,0.6712 $\pm$ 0.4567,0.5165 $\pm$ 0.2594,0.7874 $\pm$ 0.5787
Weather,TimesFM,336,6,OT,univariate target-only,0.0011911017556051797,0.0012222410368006756,0.026792026297875457,0.01666111665514297,0.017079102411262252,0.012119167791967232,0.05935650419549813,0.05051178828542846,0.08228942277978851,0.03669747754479179,2.618483184631751,0.5987912102440337,0.09832035051720639,0.02951557543558714,2.3697323294300427,0.3740660013023343,0.0012 $\pm$ 0.0012,0.0268 $\pm$ 0.0167,0.0171 $\pm$ 0.0121,0.0594 $\pm$ 0.0505,0.0823 $\pm$ 0.0367,2.6185 $\pm$ 0.5988,0.0983 $\pm$ 0.0295,2.3697 $\pm$ 0.3741
Weather,iTransformer,336,6,OT,univariate target-only,0.0009533197685697416,0.000517381745613168,0.02547198679695138,0.009175203984606013,0.019469161481319008,0.00850016598283936,0.006074639100999577,0.007413537692343456,0.7855074688990351,0.39672764305865726,0.5004713729243119,0.3438109175817978,0.20525033183623642,0.08430824285151958,1.6564925828935593,0.4209111511847601,0.0010 $\pm$ 0.0005,0.0255 $\pm$ 0.0092,0.0195 $\pm$ 0.0085,0.0061 $\pm$ 0.0074,0.7855 $\pm$ 0.3967,0.5005 $\pm$ 0.3438,0.2053 $\pm$ 0.0843,1.6565 $\pm$ 0.4209
